Id,HotelName,Provider,CityName,CountryCode,CheckInDate,CheckOutDate,IsGuaranteed,Price
873200,Ashley Hotel Wahid Hasyim Jakarta,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1076854.14
873201,Ammi Hotel,JV,Cepu,ID,10/30/2025,10/31/2025,TRUE,1293770.44
873202,Grand Central Premier Hotel Medan,DOTW,Medan,ID,10/29/2025,10/30/2025,TRUE,0
873203,The Luxton Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2272425.48
873204,"voco Bandung Setiabudi, an IHG Hotel",KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,1225000
873205,Le Mansion Senopati,KB,Jakarta,ID,10/29/2025,10/31/2025,TRUE,1630848.94
873206,favehotel Prabumulih,JV,prabumulih,ID,10/29/2025,10/31/2025,TRUE,1612401.76
873207,Hotel NEO+ Green Savana Sentul City,JV,Bogor,ID,10/31/2025,11/1/2025,TRUE,1078779
873208,The Zuri Dumai,JV,Dumai,ID,10/29/2025,10/30/2025,TRUE,800024.18
873209,Hotel Borobudur Jakarta,KB,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1478235
873210,Azana Asia Hotel Cilacap,KB,Cilacap,ID,10/29/2025,10/31/2025,TRUE,2253632.39
873211,Lumire Hotel and Convention Center,JV,Jakarta,ID,10/30/2025,11/1/2025,TRUE,2676404.96
873212,Arthama Hotel Makassar,JV,Makassar,ID,10/29/2025,11/1/2025,TRUE,2179738.44
873213,Grand Tjokro Premiere Bandung,KB,Bandung,ID,11/2/2025,11/5/2025,TRUE,2166409.52
873215,Holiday Inn Guangzhou Airport Zone,JV,Guangzhou,CN,10/29/2025,10/30/2025,TRUE,1984661.26
873216,Hotel Monopoli,JV,Jakarta,ID,11/2/2025,11/5/2025,TRUE,1884985.2
873217,Mamaka by Ovolo,KB,Bali,ID,10/30/2025,10/31/2025,TRUE,1279385.96
873218,Janevalla Bandung,KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,1780028.98
873219,Goodrich Suites Jakarta,JV,Jakarta,ID,10/29/2025,11/1/2025,TRUE,3732235.49
873220,Orchardz Hotel Ayani,JV,Pontianak,ID,11/6/2025,11/7/2025,FALSE,527329.47
873221,"voco Bandung Setiabudi, an IHG Hotel",KB,Bandung,ID,10/29/2025,11/1/2025,TRUE,3351000
873222,Mercure Bali Legian,JV,Bali,ID,10/30/2025,10/31/2025,TRUE,900600
873223,Tunjungan Hotel Surabaya,JV,Surabaya,ID,10/29/2025,11/1/2025,TRUE,2686320
873224,Hotel Santika Bogor,KB,Bogor,ID,11/8/2025,11/9/2025,FALSE,988000
873225,Meliá Purosani Yogyakarta,KB,Yogyakarta,ID,10/29/2025,10/31/2025,TRUE,2483062.5
873226,Kamari Hotel Ambon,JV,Ambon,ID,11/2/2025,11/8/2025,TRUE,2943160.86
873227,Erian Hotel,KB,Jakarta,ID,10/29/2025,10/30/2025,TRUE,877158.94
873228,Kamari Hotel Ambon,JV,Ambon,ID,11/2/2025,11/8/2025,TRUE,2943160.86
873229,Hotel NEO+ Green Savana Sentul City,JV,Bogor,ID,10/31/2025,11/1/2025,TRUE,1078779
873230,THE 1O1 Bandung Dago,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,1010808
873231,Lumire Hotel and Convention Center,JV,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2818400
873232,Cordia Hotel Makassar Airport,JV,Makassar,ID,10/31/2025,11/1/2025,TRUE,476531.56
873233,HARRIS Hotel & Suites Nagoya Batam,JV,Batam,ID,10/29/2025,11/1/2025,TRUE,3935381.15
873234,Bigland Hotel International & Convention Hall,JV,Bogor,ID,11/3/2025,11/5/2025,TRUE,2846185.56
873235,FUGO Hotel Banjarmasin,KB,Banjarmasin,ID,10/29/2025,10/31/2025,TRUE,2413122
873236,Patra Malioboro Hotel,KB,Yogyakarta,ID,10/29/2025,10/31/2025,TRUE,2233483.2
873237,Midtown Hotel Surabaya,KB,Surabaya,ID,10/29/2025,10/30/2025,TRUE,450000
873238,Bigland Hotel International & Convention Hall,KB,Bogor,ID,10/29/2025,10/31/2025,TRUE,2003875
873239,Grand Swiss-Belhotel Darmo Surabaya,KB,Surabaya,ID,10/29/2025,11/2/2025,TRUE,2926474.39
873240,d'primahotel Airport Sultan Hasanuddin Makassar (Formerly d'primahotel Perintis Makassar),JV,Makassar,ID,10/29/2025,10/30/2025,TRUE,522302.6
873241,Santika Premiere Bintaro,KB,Tangerang,ID,10/30/2025,10/31/2025,TRUE,931801.87
873242,Hilton Bandung,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,1287862.46
873243,Swiss-Belinn Panakkukang Makassar,JV,Makassar,ID,10/30/2025,10/31/2025,TRUE,570982.4
873244,THE 1O1 Bandung Dago,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1235432
873245,ibis Balikpapan,JV,Balikpapan,ID,10/29/2025,10/30/2025,TRUE,645315.58
873246,Cityloog Hotel Tebet Jakarta,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1318683.07
873247,Novotel Balikpapan,JV,Balikpapan,ID,10/30/2025,10/31/2025,TRUE,1279525.67
873248,Novotel Balikpapan,KB,Balikpapan,ID,10/31/2025,11/1/2025,TRUE,974302.85
873249,Morazen Surabaya,JV,Surabaya,ID,10/29/2025,11/2/2025,TRUE,5049897.6
873250,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1976424.14
873251,Swiss-Belhotel Kendari,DOTW,Kendari,ID,10/30/2025,10/31/2025,TRUE,0
873252,Luminor Hotel Jambi,DOTW,Jambi,ID,11/5/2025,11/6/2025,TRUE,0
873253,Ashley Hotel Wahid Hasyim Jakarta,JV,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2412691.32
873254,Sahid Azizah Syariah Hotel & Convention Kendari,CM,Kendari,ID,10/29/2025,10/31/2025,TRUE,1150000
873255,Fairfield by Marriott Belitung,JV,Belitung,ID,11/4/2025,11/7/2025,TRUE,3813838.3
873256,Aston Priority Simatupang Hotel & Conference Center,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1852722.9
873257,Amaris Hotel Cimanuk Bandung,KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,1405490.8
873258,Gaia Cosmo Hotel Yogyakarta,JV,Yogyakarta,ID,11/6/2025,11/7/2025,TRUE,833158.46
873259,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1302053.08
873260,Swiss-Belinn Panakkukang Makassar,JV,Makassar,ID,10/29/2025,11/1/2025,TRUE,2716784.64
873261,Front One Hotel Harvest Wonosobo,JV,Wonosobo,ID,10/30/2025,10/31/2025,TRUE,405589.29
873262,Rooms Inc Semarang,KB,Semarang,ID,11/1/2025,11/3/2025,TRUE,1273788
873263,Aston Ketapang City Hotel,JV,Ketapang,ID,10/29/2025,10/30/2025,TRUE,377248.01
873264,Ebony Batulicin,DIDA,Batulicin,ID,11/2/2025,11/3/2025,TRUE,761949
873265,ASTON Tanjung City Hotel,FR,Tabalong,ID,10/29/2025,10/30/2025,TRUE,839487
873266,Novotel Bogor Golf Resort & Convention Center,KB,Bogor,ID,10/29/2025,10/30/2025,TRUE,1255282
873267,Wyndham Opi Hotel Palembang,JV,Palembang,ID,10/30/2025,10/31/2025,TRUE,918244.51
873268,Tentrem Hotel Semarang,JV,Semarang,ID,11/3/2025,11/6/2025,TRUE,5679842.85
873269,Amaroossa Royal Bogor,JV,Bogor,ID,10/30/2025,10/31/2025,TRUE,761974.03
873270,Amaroossa Royal Bogor,JV,Bogor,ID,10/30/2025,10/31/2025,TRUE,757684.24
873271,Oakwood Hotel and Apartments Grand Batam,KB,Batam,ID,10/29/2025,10/30/2025,TRUE,1234406.25
873272,Hilton Kuala Lumpur,JV,Kuala Lumpur,MY,10/31/2025,11/2/2025,TRUE,4854719.9
873273,The Patra Bali Resort and Villas,JV,Bali,ID,10/29/2025,10/31/2025,TRUE,2567691.57
873274,Aston Gresik Hotel & Conference Center,JV,Gresik,ID,10/29/2025,10/30/2025,TRUE,591587.48
873275,Amaroossa Royal Bogor,JV,Bogor,ID,10/30/2025,10/31/2025,TRUE,757684.24
873276,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3118471.93
873277,Mercure Surabaya Manyar,JV,Surabaya,ID,10/29/2025,10/30/2025,TRUE,869286.5
873278,Swiss-Belcourt Lombok,JV,Lombok,ID,10/30/2025,10/31/2025,TRUE,505120
873279,Aryaduta Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2811865.62
873280,Mercure Bengkulu,KB,Bengkulu,ID,10/30/2025,11/1/2025,TRUE,2332047.8
873281,Swiss-Belinn Kemayoran,JV,Jakarta,ID,10/30/2025,10/31/2025,TRUE,814489.6
873282,Amaris Hotel Tasikmalaya,FR,Tasikmalaya,ID,10/29/2025,11/1/2025,TRUE,1272346
873283,Shanaya Resort Malang,KB,Malang,ID,10/29/2025,10/30/2025,TRUE,1092500
873284,The Arista Hotel Palembang,JV,Palembang,ID,11/10/2025,11/12/2025,TRUE,3013624.58
873285,Holiday Inn Lampung Bukit Randu,KB,Bandar Lampung,ID,10/30/2025,11/1/2025,TRUE,1230000
873286,Grand Verona Hotel Samarinda,KB,Samarinda,ID,10/29/2025,10/31/2025,TRUE,871250
873287,Wyndham Panbil Batam,KB,Batam,ID,10/29/2025,10/31/2025,TRUE,2240000
873288,Mercure Pangkalan Bun,JV,Pangkalan Bun,ID,10/29/2025,10/30/2025,TRUE,1204211.12
873289,Grage Hotel Cirebon,JV,Cirebon,ID,10/29/2025,10/31/2025,TRUE,2613467
873290,Grand Mercure Lampung,JV,Bandar Lampung,ID,11/6/2025,11/7/2025,FALSE,1370941.2
873291,Grand Mercure Lampung,JV,Bandar Lampung,ID,11/6/2025,11/7/2025,FALSE,1370941.2
873292,Aston Inn Cilacap,JV,Cilacap,ID,10/30/2025,10/31/2025,TRUE,1044371.54
873293,YELLO Hotel Harbour Bay Batam,KB,Batam,ID,10/29/2025,10/31/2025,TRUE,1340000
873294,Zest Hotel Harbourbay Batam,JV,Batam,ID,10/29/2025,10/31/2025,TRUE,1763689.96
873295,Pullman Bandung Grand Central,JV,Bandung,ID,10/30/2025,11/1/2025,TRUE,3313082.73
873296,Gramm Hotel by Ambarrukmo,KB,Yogyakarta,ID,11/13/2025,11/15/2025,FALSE,1766000
873297,Pangeran Beach Hotel Padang,JV,Padang,ID,11/13/2025,11/16/2025,FALSE,2138327.1
873298,Grand Mercure Lampung,JV,Bandar Lampung,ID,11/6/2025,11/7/2025,FALSE,1370941.2
873299,The Rinra Hotel Makassar,DOTW,Makassar,ID,11/4/2025,11/5/2025,FALSE,0
873300,Aryaduta Bandung,KB,Bandung,ID,10/29/2025,10/30/2025,TRUE,810500
873301,favehotel Banjarbaru – Banjarmasin,DIDA,Banjarmasin,ID,10/30/2025,11/2/2025,TRUE,1926547
873302,Hilton Osaka,JV,Osaka,JP,11/3/2025,11/4/2025,FALSE,5672303.19
873303,HARRIS Hotel & Suites Nagoya Batam,JV,Batam,ID,10/29/2025,10/31/2025,TRUE,2132185.28
873304,InterContinental Jakarta Pondok Indah,JV,Jakarta,ID,11/6/2025,11/9/2025,FALSE,7183359.41
873305,Hilton Osaka,JV,Osaka,JP,11/3/2025,11/4/2025,FALSE,5672303.19
873306,Hilton Bandung,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,1359390.53
873307,Swiss-Belinn Gajah Mada Medan,JV,Medan,ID,10/30/2025,10/31/2025,TRUE,1570201.6
873308,Sahid Azizah Syariah Hotel & Convention Kendari,JV,Kendari,ID,10/29/2025,11/1/2025,TRUE,1796511.99
873309,MAXONE Balikpapan,JV,Balikpapan,ID,11/1/2025,11/4/2025,TRUE,1633450.68
873310,Dafam Semarang,JV,Semarang,ID,10/29/2025,10/31/2025,TRUE,1017452.64
873311,Swiss-Belinn Timika,JV,Timika,ID,11/2/2025,11/6/2025,FALSE,2931154.94
873312,Indigo Bandung Dago Pakar,JV,Bandung,ID,11/2/2025,11/5/2025,TRUE,4488000.01
873313,Horison Lampung,FR,Bandar Lampung,ID,11/5/2025,11/7/2025,TRUE,1275603
873314,Pangeran Pekanbaru Hotel,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3957688.83
873315,Royal Regantris Cendana,KB,Surabaya,ID,10/29/2025,10/30/2025,TRUE,329519.75
873316,Whiz Prime Hotel Balikpapan,JV,Balikpapan,ID,10/29/2025,10/31/2025,TRUE,2056825.3
873317,Shanaya Resort Malang,JV,Malang,ID,10/29/2025,10/31/2025,TRUE,1684484.93
873318,Four Points by Sheraton Surabaya Tunjungan Plaza,CM,Surabaya,ID,11/2/2025,11/4/2025,TRUE,3400000
873319,Ayaka Suites,KB,Jakarta,ID,11/2/2025,11/7/2025,TRUE,3800000
873320,Swiss-Belresidences Rasuna Epicentrum,KB,Jakarta,ID,10/29/2025,11/1/2025,TRUE,4594500
873321,Novotel Singapore On Stevens,KB,Singapore City,SG,1/2/2026,1/4/2026,TRUE,5091718.06
873322,Four Points by Sheraton Batam,JV,Batam,ID,10/30/2025,10/31/2025,TRUE,1349690.7
873323,Bahtera Hotel Tarakan,JV,Tarakan,ID,10/29/2025,10/30/2025,TRUE,323121.36
873324,Andaz Xiamen,DOTW,Xiamen,CN,12/18/2025,12/19/2025,FALSE,0
873325,Whiz Prime Hotel Balikpapan,KB,Balikpapan,ID,10/29/2025,10/31/2025,TRUE,2274157.76
873326,Nagoya Marriott Associa,JV,Nagoya,JP,11/6/2025,11/8/2025,TRUE,12145249.98
873327,SIP Azana Hotel Jayapura,FR,Jayapura,ID,10/30/2025,11/2/2025,TRUE,3165277
873328,Cordia Hotel Makassar Airport,KB,Makassar,ID,10/31/2025,11/1/2025,TRUE,485000
873329,Aston Gresik Hotel & Conference Center,JV,Gresik,ID,10/30/2025,10/31/2025,TRUE,1735924.77
873330,Golden Tulip Balikpapan Hotel And Suites,DOTW,Balikpapan,ID,10/29/2025,10/31/2025,TRUE,0
873331,ibis Styles Bogor Raya,JV,Bogor,ID,10/30/2025,11/2/2025,TRUE,3431041.89
873332,FUGO Hotel Banjarmasin,KB,Banjarmasin,ID,10/30/2025,10/31/2025,TRUE,1206561
873333,Swiss-Belinn Bogor,KB,Bogor,ID,11/14/2025,11/16/2025,TRUE,1719200
873334,Mercure Bandung Nexa Supratman,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2509524.04
873335,Sensa Hotel Bandung,JV,Bandung,ID,10/29/2025,11/1/2025,TRUE,3821623.2
873337,The ZHM Premiere Padang,KB,Padang,ID,10/29/2025,10/30/2025,TRUE,1157292.56
873338,InterContinental Tokyo Bay,JV,Tokyo,JP,11/4/2025,11/6/2025,TRUE,13494557.31
873339,City of Aventus Hotel - Denpasar,JV,Bali,ID,10/30/2025,11/1/2025,TRUE,1060675
873340,Novotel Balikpapan,JV,Balikpapan,ID,10/30/2025,11/1/2025,TRUE,6077906.27
873341,Moxy Bandung,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,1560851.41
873342,Nagoya Marriott Associa,JV,Nagoya,JP,11/6/2025,11/8/2025,TRUE,11850284.12
873343,Valore Hotel,KB,Bandung,ID,11/3/2025,11/4/2025,TRUE,440000
873344,GranDhika Iskandarsyah Jakarta,JV,Jakarta,ID,10/30/2025,10/31/2025,TRUE,1295021.15
873345,Lim’s Hotel,JV,Tebing Tinggi,ID,10/29/2025,10/31/2025,TRUE,996006.13
873346,Hotel Neo Gubeng Surabaya,TBO,Surabaya,ID,11/24/2025,12/1/2025,FALSE,2519183.26
873347,Novotel Lampung,JV,Bandar Lampung,ID,11/3/2025,11/5/2025,FALSE,2281185.24
873348,Hotel Santika Lahat,KB,Lahat,ID,10/29/2025,10/31/2025,TRUE,1443966.18
873349,ibis Styles Bandung Grand Central,FR,Bandung,ID,10/29/2025,10/31/2025,TRUE,1533886
873350,CLARO Kendari,JV,Kendari,ID,10/31/2025,11/1/2025,TRUE,871203.47
873351,Novotel Samator Surabaya Timur,DOTW,Surabaya,ID,10/30/2025,10/31/2025,TRUE,0
873353,Grand Inna Medan,FR,Medan,ID,10/29/2025,10/30/2025,TRUE,2824789
873354,ASTON Solo Hotel,JV,Solo City,ID,11/3/2025,11/7/2025,TRUE,2606002.04
873355,Grand Zuri Pematangsiantar,FR,Medan,ID,10/29/2025,10/30/2025,TRUE,544639
873356,Nagoya Marriott Associa,JV,Nagoya,JP,11/6/2025,11/8/2025,FALSE,17544978.92
873357,Aston Nagoya City Hotel,JV,Batam,ID,10/30/2025,10/31/2025,TRUE,1068887.67
873358,Hotel Santika Premiere Linggarjati - Kuningan,JV,Kuningan,ID,10/29/2025,10/30/2025,TRUE,771732.5
873359,Lorin Hotel Sentul,KB,Bogor,ID,10/31/2025,11/1/2025,TRUE,990662.4
873360,Nemuru Grand Bellevue - Radio Dalam,KB,Jakarta,ID,11/12/2025,11/15/2025,FALSE,3493200
873361,Swiss-Belinn Simatupang,JV,Jakarta,ID,10/31/2025,11/2/2025,TRUE,1563379.2
873362,ARTOTEL Yogyakarta,TBO,Yogyakarta,ID,11/11/2025,11/14/2025,TRUE,2230193.35
873363,Hotel Santika Premiere Linggarjati - Kuningan,JV,Kuningan,ID,10/29/2025,10/30/2025,TRUE,771732.5
873364,Grand Zuri Duri,JV,Pekanbaru,ID,10/30/2025,11/6/2025,TRUE,5099417.92
873365,Sheraton Bandung Hotel & Towers,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,1914015.63
873366,Novotel Lampung,KB,Bandar Lampung,ID,11/2/2025,11/4/2025,FALSE,2540000
873367,BATIQA Hotel Cirebon,KB,Cirebon,ID,10/29/2025,10/31/2025,TRUE,1462243.51
873368,Grand Zuri Duri,JV,Pekanbaru,ID,10/29/2025,10/30/2025,TRUE,888516.29
873369,Crowne Plaza Kuala Lumpur City Centre,JV,Kuala Lumpur,MY,11/5/2025,11/8/2025,FALSE,12893189.32
873370,InterContinental Tokyo Bay,JV,Tokyo,JP,11/4/2025,11/6/2025,TRUE,13494557.31
873371,Shakti Hotel Bandung,JV,Bandung,ID,11/5/2025,11/7/2025,FALSE,1005487.2
873372,Best Western Premier The Hive,DOTW,Jakarta,ID,10/31/2025,11/1/2025,TRUE,0
873373,Swiss-Belinn Tunjungan Surabaya,KB,Surabaya,ID,11/5/2025,11/8/2025,FALSE,2259000
873374,Aloft Surabaya Pakuwon City,FR,Surabaya,ID,10/29/2025,10/31/2025,TRUE,1554389
873375,M World Hotel Petaling Jaya,HB,Kuala Lumpur,MY,12/28/2025,12/29/2025,TRUE,3162968
873376,The Zuri Baturaja,KB,Baturaja,ID,10/31/2025,11/2/2025,TRUE,1584592.6
873377,Aston Madiun Hotel & Conference Center,KB,Madiun,ID,10/31/2025,11/1/2025,TRUE,1286999.87
873378,Mercure Berau,HB,Berau Regency,ID,11/3/2025,11/4/2025,FALSE,807277
873379,Novotel Pekanbaru,KB,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,2885634.1
873380,Bigland Bogor Int'l Hotel & Convention Hall,CM,Bogor,ID,11/3/2025,11/5/2025,TRUE,1500000
873381,POP! Hotel Kelapa Gading Jakarta,FR,Jakarta,ID,10/29/2025,11/1/2025,TRUE,1234522
873382,Sleeping Lion Suites,JV,Kuala Lumpur,MY,12/29/2025,12/31/2025,TRUE,4349283.74
873383,Four Points by Sheraton Balikpapan,HB,Balikpapan,ID,11/14/2025,11/15/2025,FALSE,1040791
873384,The Amaroossa Hotel Bandung,KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,983385
873385,Nasa Banjarmasin,JV,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,668585.78
873386,Grand Tjokro Premiere Bandung,JV,Bandung,ID,11/3/2025,11/4/2025,TRUE,842625
873387,Swiss-Belresort Dago Heritage,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,6415917.48
873388,POP! Hotel Tanjung Karang Lampung,DOTW,Bandar Lampung,ID,10/29/2025,10/30/2025,TRUE,0
873389,Nasa Banjarmasin,JV,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,668585.78
873390,Kyriad Hotel Airport Jakarta,DOTW,Tangerang,ID,10/31/2025,11/1/2025,TRUE,0
873391,Mercure Jakarta Gatot Subroto,FR,Jakarta,ID,11/2/2025,11/7/2025,TRUE,5588642
873392,The Zuri Dumai,JV,Dumai,ID,10/29/2025,10/30/2025,TRUE,800024.18
873393,Santika Premiere Dyandra Hotel & Convention Medan,JV,Medan,ID,10/29/2025,10/30/2025,TRUE,1288231.96
873394,Portola Grand Arabia Hotel,JV,Banda Aceh,ID,11/6/2025,11/8/2025,FALSE,1204655.72
873395,Grand Mercure Bandung Setiabudi,KB,Bandung,ID,11/2/2025,11/5/2025,TRUE,3936796.95
873396,Four Points by Sheraton Makassar,JV,Makassar,ID,10/29/2025,10/30/2025,TRUE,751029.13
873397,Nasa Banjarmasin,KB,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,531667.5
873398,Mercure Jakarta Batavia,EXA,Jakarta,ID,11/2/2025,11/3/2025,FALSE,951885
873399,Four Points by Sheraton Surabaya Tunjungan Plaza,JV,Surabaya,ID,10/29/2025,10/31/2025,TRUE,2941826.27
873400,Rasuna Mansion,JV,Jakarta,ID,10/29/2025,10/31/2025,TRUE,1035556.2
873401,HARRIS Hotel & Suites Nagoya Batam,JV,Batam,ID,11/5/2025,11/6/2025,FALSE,2062386.84
873402,Mercure Kuta Bali,FR,Bali,ID,10/31/2025,11/2/2025,FALSE,2455538
873403,Zest Hotel Jemursari,JV,Surabaya,ID,10/30/2025,10/31/2025,TRUE,369459.2
873404,Swiss-Belinn SKA Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3539589.19
873405,Novotel Samator Surabaya Timur,DOTW,Surabaya,ID,10/30/2025,10/31/2025,TRUE,0
873406,Novotel Banjarmasin Airport,JV,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,793616.9
873407,ibis Surabaya City Center,KB,Surabaya,ID,10/29/2025,10/30/2025,TRUE,465000
873408,favehotel Kelapa Gading,FR,Jakarta,ID,11/2/2025,11/6/2025,TRUE,4800207
873409,Somerset Rama 9 Bangkok,FR,Bangkok,TH,11/3/2025,11/5/2025,FALSE,3263211
873410,Aryaduta Bandung,CM,Bandung,ID,11/2/2025,11/4/2025,TRUE,3210000
873411,Mercure Makassar Nexa Pettarani,JV,Makassar,ID,10/30/2025,10/31/2025,TRUE,1364586.2
873412,Swiss-Belinn Cibitung,JV,Bekasi,ID,10/29/2025,10/30/2025,TRUE,2863745.46
873413,The Cube Hotel Yogyakarta,DOTW,Yogyakarta,ID,11/5/2025,11/9/2025,TRUE,0
873414,Greenotel Cilegon,JV,Cilegon,ID,10/29/2025,10/30/2025,TRUE,503836.54
873415,City of Aventus Hotel - Denpasar,KB,Bali,ID,11/2/2025,11/3/2025,TRUE,440000
873416,InterContinental Tokyo Bay,JV,Tokyo,JP,11/4/2025,11/6/2025,TRUE,11974886.75
873417,Holiday Inn Shanghai Nanjing Road,KB,Shanghai,CN,10/29/2025,10/31/2025,TRUE,7304309.9
873418,Luminor Hotel Padjadjaran Bogor,KB,Bogor,ID,10/31/2025,11/1/2025,TRUE,1045500
873419,Cordia Hotel Makassar Airport,KB,Makassar,ID,12/18/2025,12/19/2025,FALSE,397579.56
873420,Greenotel Cilegon,JV,Cilegon,ID,10/29/2025,10/30/2025,TRUE,530827.78
873421,Onih Bogor,JV,Bogor,ID,10/29/2025,11/1/2025,TRUE,2614894.62
873422,Swiss-Belhotel Makassar,KB,Makassar,ID,10/29/2025,10/30/2025,TRUE,888420.36
873423,Aston Kemayoran City Hotel,JV,Jakarta,ID,10/29/2025,11/1/2025,TRUE,3169520.33
873424,Sheraton Jakarta Soekarno Hatta Airport,HB,Jakarta,ID,11/23/2025,11/24/2025,FALSE,1653467
873425,Greenotel Cilegon,JV,Cilegon,ID,10/29/2025,10/30/2025,TRUE,1277621.4
873426,Amaris Hotel Pancoran,KB,Jakarta,ID,10/30/2025,10/31/2025,TRUE,426304.06
873427,Harper Perintis Makassar,JV,Makassar,ID,1/6/2026,1/7/2026,FALSE,523950
873428,Swiss-Belinn Kemayoran,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1122247.45
873429,Luminor Hotel Padjadjaran Bogor,JV,Bogor,ID,10/30/2025,11/1/2025,TRUE,2486983.54
873430,Courtyard by Marriot Bandung Dago,JV,Bandung,ID,10/30/2025,11/1/2025,TRUE,2806863.8
873431,"Swiss-Belexpress Kuta, Legian",JV,Bali,ID,10/29/2025,10/30/2025,TRUE,507031.63
873432,Aston Pontianak Hotel & Convention Center,FR,Pontianak,ID,11/5/2025,11/7/2025,FALSE,1030606
873433,Cordia Hotel Makassar Airport,CM,Makassar,ID,11/21/2025,11/22/2025,FALSE,495000
873434,Metland Hotel Cirebon by Horison,KB,Cirebon,ID,10/29/2025,10/30/2025,TRUE,594547.5
873435,Sheraton Jakarta Soekarno Hatta Airport,FR,Tangerang,ID,11/23/2025,11/24/2025,FALSE,1775983
873436,Novotel Jakarta Cikini,KB,Jakarta,ID,11/8/2025,11/10/2025,TRUE,2209999.3
873437,FOX Hotel Pekanbaru,JV,Pekanbaru,ID,10/30/2025,10/31/2025,TRUE,1290239.68
873438,Amaris Hotel Palembang,HB,Palembang,ID,10/29/2025,10/31/2025,TRUE,945067
873439,L Eminence Golf and Resort Lembang Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1880947.34
873440,Kampi Hotel Tunjungan Surabaya,FR,Surabaya,ID,11/2/2025,11/9/2025,TRUE,7510439
873441,ARTOTEL Gajahmada Semarang,JV,Semarang,ID,11/7/2025,11/8/2025,FALSE,704556.8
873443,Novotel Bandung,FR,Bandung,ID,10/30/2025,11/2/2025,TRUE,2150423
873444,Amaroossa Royal Bogor,JV,Bogor,ID,10/29/2025,10/30/2025,TRUE,1108195.87
873445,Radisson Lampung Kedaton,KB,Bandar Lampung,ID,10/29/2025,10/30/2025,TRUE,1214678.78
873446,Hotel Santika Premiere Slipi Jakarta,KB,Jakarta,ID,11/10/2025,11/12/2025,FALSE,1430000
873447,Hilton Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2938037.6
873448,ASTON Kupang Hotel & Convention Center,KB,Kupang,ID,11/2/2025,11/8/2025,TRUE,5123755.78
873449,Grand Whiz Hotel Praxis Surabaya,FR,Surabaya,ID,10/30/2025,10/31/2025,TRUE,699685
873450,Cordia Hotel Makassar Airport,KB,Makassar,ID,11/28/2025,11/29/2025,FALSE,397579.56
873451,Kampi Hotel Tunjungan Surabaya,FR,Surabaya,ID,11/3/2025,11/9/2025,FALSE,3185577
873453,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,10/31/2025,TRUE,2327862.32
873454,Millennium Hotel Sirih Jakarta,TBO,Jakarta,ID,10/31/2025,11/4/2025,TRUE,3291740.09
873455,Holiday Inn Shanghai Nanjing Road,JV,Shanghai,CN,10/29/2025,10/31/2025,TRUE,7334812.15
873456,FOX Hotel Gorontalo,KB,Gorontalo,ID,10/29/2025,11/5/2025,TRUE,4813400
873457,Swiss-Belinn Tunjungan Surabaya,KB,Surabaya,ID,11/3/2025,11/7/2025,FALSE,3025800
873458,Kampi Hotel Tunjungan Surabaya,KB,Surabaya,ID,11/7/2025,11/9/2025,FALSE,1060000
873459,ibis Styles Malang,DIDA,Malang,ID,11/3/2025,11/8/2025,FALSE,3142063
873460,Jelita Bandara Hotel Banjarbaru,JV,Banjarmasin,ID,11/2/2025,11/3/2025,TRUE,757509.12
