Id,HotelName,Provider,CityName,CountryCode,CheckInDate,CheckOutDate,IsGuaranteed,Price
874326,ibis Styles Bogor Raya,KB,Bogor,ID,10/31/2025,11/1/2025,TRUE,630809.6
874327,Hotel Gren Alia Jakarta,KB,Jakarta,ID,10/30/2025,10/31/2025,TRUE,536242.77
874328,Hotel Borobudur Jakarta,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,996942.05
874329,Ashley Tang Menteng Jakarta,JV,Jakarta,ID,10/29/2025,11/1/2025,TRUE,2559390.87
874330,Grand Kecubung Hotel,JV,Pangkalan Bun,ID,10/29/2025,10/31/2025,TRUE,2208536.22
874331,PLAZA Premium Columbus Bremen,TBO,Bremen,DE,12/1/2025,12/12/2025,FALSE,35580941.65
874332,Summer Bed 'n Breakfast Hotel,DOTW,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,0
874333,Amaris Hotel Ambon,KB,Ambon,ID,10/30/2025,11/1/2025,TRUE,730000
874334,Wiltop Hotel Jambi,JV,Jambi,ID,10/30/2025,11/1/2025,TRUE,2404641.22
874335,Grand Rohan Jogja,JV,Yogyakarta,ID,10/29/2025,11/1/2025,TRUE,3370807.18
874336,Grand Jatra Hotel Pekanbaru,KB,Pekanbaru,ID,11/2/2025,11/15/2025,TRUE,12165725
874337,Pullman Bandung Grand Central,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,1587576.2
874338,Grand Mercure Bandung Setiabudi,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,1315816.59
874339,Novotel Bogor Golf Resort & Convention Center,KB,Bogor,ID,10/29/2025,10/30/2025,TRUE,1254780.55
874340,I Hotel Batam,JV,Batam,ID,10/30/2025,11/1/2025,TRUE,2627468.41
874341,ibis Styles Jakarta Tanah Abang,FR,Jakarta,ID,11/2/2025,11/3/2025,TRUE,898166
874342,Novotel Palembang Hotel & Residence,JV,Palembang,ID,10/30/2025,11/1/2025,TRUE,2986437.08
874343,Indoluxe Hotel Jogjakarta,FR,Yogyakarta,ID,10/29/2025,11/2/2025,TRUE,7439982
874344,Bigland Hotel International & Convention Hall,JV,Bogor,ID,11/3/2025,11/6/2025,TRUE,2775691.8
874346,Golden Tulip Jineng Resort Bali,KB,Bali,ID,12/10/2025,12/13/2025,TRUE,1935000
874347,Holiday Inn Express Bremen Airport,HB,Bremen,DE,12/1/2025,12/12/2025,FALSE,15793779
874348,d’primahotel Melawai Blok M,FR,Jakarta,ID,11/2/2025,11/8/2025,FALSE,5385459
874350,Lombok Raya Hotel,JV,Lombok,ID,10/31/2025,11/1/2025,TRUE,1112357.03
874351,Harris Hotel & Conventions Ciumbuleuit Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,702216.9
874352,"Hotel Chancellor @ Orchard, Singapore",JV,Singapore City,SG,12/15/2025,12/18/2025,TRUE,4919928.31
874353,Grand Swiss-Belhotel Darmo Surabaya,JV,Surabaya,ID,10/29/2025,10/30/2025,TRUE,925128.1
874354,Grand Swiss-Belhotel Darmo Surabaya,KB,Surabaya,ID,10/29/2025,11/1/2025,TRUE,2777852.5
874355,"voco Bandung Setiabudi, an IHG Hotel",JV,Bandung,ID,10/29/2025,11/1/2025,TRUE,3663000.01
874356,Havana Mutiara Hotel Belitung,JV,Belitung,ID,10/30/2025,11/1/2025,TRUE,701753.6
874357,Mercure Garut City Center,FR,Garut,ID,11/8/2025,11/13/2025,TRUE,4478991
874358,Pullman Bandung Grand Central,JV,Bandung,ID,11/2/2025,11/5/2025,TRUE,3682488.54
874359,Holiday Inn Express Bremen Airport,HB,Bremen,DE,12/1/2025,12/12/2025,FALSE,15793779
874360,"Hotel Montera Madrid, Curio Collection By Hilton",DIDA,Madrid,ES,12/1/2025,12/4/2025,FALSE,14207949
874361,Grand Whiz Hotel Praxis Surabaya,FR,Surabaya,ID,10/30/2025,10/31/2025,TRUE,684903
874362,Swiss-Belinn Indramayu,KB,Indramayu,ID,11/1/2025,11/18/2025,TRUE,11851050
874363,Amaris Hotel Pakuan Bogor,KB,Bogor,ID,10/30/2025,10/31/2025,TRUE,381223.12
874364,Novotel Pekanbaru,JV,Pekanbaru,ID,11/2/2025,11/4/2025,TRUE,2505413.42
874365,Whiz Hotel Malioboro Yogyakarta,KB,Yogyakarta,ID,10/30/2025,11/2/2025,TRUE,2194855.28
874366,DoubleTree by Hilton Milan,DIDA,Milan,IT,12/8/2025,12/11/2025,FALSE,8395134
874367,Alimoer Hotel,JV,Pontianak,ID,10/30/2025,10/31/2025,TRUE,491712.4
874368,Luwansa Hotel Palangka Raya,JV,Palangkaraya,ID,10/30/2025,11/1/2025,TRUE,1108896.25
874369,Pullman Bandung Grand Central,JV,Bandung,ID,11/3/2025,11/6/2025,TRUE,4881227.16
874370,Bigland Hotel International & Convention Hall,KB,Bogor,ID,10/29/2025,10/30/2025,TRUE,799647.27
874371,Swiss-Belinn Balikpapan,KB,Balikpapan,ID,10/30/2025,10/31/2025,TRUE,890930
874372,Novotel Pekanbaru,JV,Pekanbaru,ID,11/2/2025,11/4/2025,TRUE,2505413.42
874373,Fairfield by Marriott Belitung,JV,Belitung,ID,10/30/2025,11/1/2025,TRUE,2562499.39
874374,Astara Hotel Balikpapan,JV,Balikpapan,ID,10/30/2025,11/1/2025,TRUE,3321450
874375,Best Western Premier CMC Girona,JV,Girona,ES,12/4/2025,12/5/2025,FALSE,1614200.72
874376,Luwansa Hotel Palangka Raya,JV,Palangkaraya,ID,11/1/2025,11/2/2025,TRUE,620981.9
874377,Shanaya Resort Malang,JV,Malang,ID,10/30/2025,10/31/2025,TRUE,667530.72
874378,Aston Cilegon Boutique Hotel,JV,Cilegon,ID,10/30/2025,10/31/2025,TRUE,887992.63
874379,Aston Cilegon Boutique Hotel,JV,Cilegon,ID,10/30/2025,10/31/2025,TRUE,868365.83
874380,ASTON Pasteur,JV,Bandung,ID,10/29/2025,11/1/2025,TRUE,3074904.21
874381,De Lobby Suite Hotel Batu,KB,Batu,ID,12/20/2025,12/23/2025,TRUE,4197375
874382,Solaria Nishitetsu Hotel Taipei Ximen,FR,Taipei,TW,6/21/2026,6/24/2026,FALSE,8783182
874383,Havana Mutiara Hotel Belitung,JV,Belitung,ID,10/30/2025,11/1/2025,TRUE,701753.6
874384,Roaders Hotel,KB,Taipei,TW,6/21/2026,6/24/2026,FALSE,7166986.05
874385,Aston Makassar Hotel and Convention Center,JV,Makassar,ID,10/30/2025,10/31/2025,TRUE,741300
874386,Fairfield by Marriott Belitung,JV,Belitung,ID,10/30/2025,11/1/2025,TRUE,1507126.5
874387,KHAS Tugu Hotel Yogyakarta,JV,Yogyakarta,ID,10/30/2025,11/1/2025,TRUE,1880893.87
874388,COMO Metropolitan Singapore,JV,Singapore City,SG,10/31/2025,11/2/2025,TRUE,19527656.67
874389,Hilton Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1596323.16
874390,Zest Hotel Harbourbay Batam,JV,Batam,ID,10/29/2025,10/30/2025,TRUE,554188.8
874391,Golden Tulip Pontianak Hotel,KB,Pontianak,ID,10/30/2025,10/31/2025,TRUE,1262000
874392,Abadi Hotel Malioboro Yogyakarta,JV,Yogyakarta,ID,10/29/2025,10/30/2025,TRUE,1033492.6
874393,Roaders Hotel,KB,Taipei,TW,6/21/2026,6/24/2026,FALSE,6192936.22
874394,Grand Jatra Hotel Balikpapan,KB,Balikpapan,ID,10/30/2025,10/31/2025,TRUE,1350734.6
874395,Harris Hotel & Conventions Ciumbuleuit Bandung,JV,Bandung,ID,10/31/2025,11/2/2025,TRUE,2090340
874396,The Westin Surabaya,KB,Surabaya,ID,11/3/2025,11/4/2025,FALSE,2866396.26
874397,BATIQA Hotel & Apartments Karawang,KB,Karawang,ID,10/29/2025,10/30/2025,TRUE,832884.25
874398,Four Points by Sheraton Makassar,JV,Makassar,ID,11/2/2025,11/5/2025,TRUE,2649505.23
874399,Swiss-Belcourt Bogor,JV,Bogor,ID,10/30/2025,10/31/2025,TRUE,1201915
874400,Hilton Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1453670.84
874401,Grand Rohan Jogja,JV,Yogyakarta,ID,10/29/2025,11/1/2025,TRUE,3618189.34
874402,Best Western Premier La Grande Hotel,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,959331.15
874403,Janevalla Bandung,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,1151302.32
874404,HARRIS Hotel & Suites Nagoya Batam,JV,Batam,ID,10/30/2025,10/31/2025,TRUE,1282074.78
874405,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/30/2025,11/1/2025,TRUE,1653768.48
874406,Novotel Yogyakarta International Airport Kulon Progo,JV,Yogyakarta,ID,11/2/2025,11/7/2025,TRUE,5794423.41
874407,Wyndham Opi Hotel Palembang,JV,Palembang,ID,11/2/2025,11/6/2025,TRUE,3672978.05
874408,Amaris Hotel Senen Jakarta,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,698689.8
874409,Veranda Hotel @ Pakubuwono,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1269781.51
874410,Astara Hotel Balikpapan,JV,Balikpapan,ID,10/30/2025,11/1/2025,TRUE,2275350.45
874411,All Nite & Day Palembang - Veteran,JV,Palembang,ID,10/30/2025,10/31/2025,TRUE,526604.99
874412,ibis Styles Bogor Raya,KB,Bogor,ID,10/31/2025,11/1/2025,TRUE,1265645.3
874413,Java Heritage Hotel Purwokerto,KB,Purwokerto,ID,10/30/2025,10/31/2025,TRUE,1530000
874414,Trio Azana Style Hotel Kebumen,JV,Kebumen,ID,10/30/2025,10/31/2025,TRUE,607372.7
874415,HARRIS Hotel & Conventions Gubeng Surabaya,JV,Surabaya,ID,10/31/2025,11/1/2025,TRUE,933842.28
874416,favehotel Sunset Seminyak,JV,Bali,ID,11/2/2025,11/3/2025,TRUE,574671.75
874417,FIM by Zigna (Formerly Solia Yosodipuro),JV,Solo City,ID,11/5/2025,11/6/2025,FALSE,550368
874418,HARRIS Hotel & Conventions Gubeng Surabaya,JV,Surabaya,ID,11/6/2025,11/7/2025,TRUE,711477.55
